Staff ID,Last Name, First Name,Address,City,State,State Name,Zip Code,Home Phone,Date Hired,Dept ID,Location,Work Phone,Mail Stop,Budget,Pay Grade,Monthly Salary,Retirement Vested,Health Plan,Supr ID, Last Name,First Name,
11407,Simpson,Sheila,2623 West Valley Hwy.,Auburn,WA,Washington,98001,(253) 833-1140,7/18/1981,SALE,Bellevue,(425) 882-1140,HG-12,S-3006,16,"$5,684.71",TRUE,Kaiser Permanente,15907,Stewart,Robert,
11463,McGuire,Ned,2807 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1146,9/12/1981,PROD,Renton,(425) 393-1146,PB-18,R-1779,11,"$3,987.36",TRUE,Regence,10001,Sullivan,Frank,
11464,Cooper,June,615 2nd N. W.,Auburn,WA,Washington,98001,(253) 833-1146,9/12/1981,PROD,Seattle,(206) 221-1146,QR-35,R-2661,15,"$5,322.23",TRUE,Regence,19758,Mosley,Marsha,
11524,Kellerman,Kurt,101 Lund Rd. S. W.,Auburn,WA,Washington,98001,(253) 833-1152,11/12/1981,PROD,Seattle,(206) 221-1152,QR-19,R-5321,13,"$4,631.76",TRUE,Regence,22056,Harrison,Bill,
11582,Robertson,Georgia,17601 S.E. 272 St.,Kent,WA,Washington,98042,(253) 872-1158,1/9/1982,ACCT,Seattle,(206) 221-1158,BX-45,A-1834,14,"$4,971.24",TRUE,Regence,22037,Johnson,Peter,
11583,Webster,Charles,800 S. W. 16th St.,Renton,WA,Washington,98055,(425) 227-1158,1/10/1982,ENGR,Renton,(425) 393-1158,XJ-67,E-1089,15,"$5,322.23",TRUE,Regence,20026,Morgan,Dave,
11584,Collins,Jerry,401 Rainier Ave. N.,Renton,WA,Washington,98055,(425) 227-1158,1/10/1982,PROD,Seattle,(206) 221-1158,QR-12,R-2661,11,"$3,987.36",TRUE,Regence,11157,Hill,Erica,
11585,Illi,Kathleen,846 Lind S. W.,Renton,WA,Washington,98055,(425) 227-1158,1/10/1982,PROD,Renton,(425) 393-1158,PB-21,R-1779,4,"$2,094.37",TRUE,Regence,12655,Borman,Frank,
11616,Wyman,Jeffrey,560 Hardy Ave. S. W.,Renton,WA,Washington,98055,(425) 227-1161,2/12/1982,PROD,Seattle,(206) 221-1161,QR-06,R-5321,9,"$3,388.95",TRUE,Regence,20080,Stone,Doris,
11624,Rosen,Barry,"25628 101 S.E., #A",Kent,WA,Washington,98031,(253) 872-1162,2/20/1982,PROD,Seattle,(206) 221-1162,QR-19,R-5321,4,"$2,094.37",TRUE,Regence,22056,Harrison,Bill,
11638,Palmer,Barbara,4101 Lake Washington Blvd. N.,Renton,WA,Washington,98055,(425) 227-1163,3/6/1982,PROD,Seattle,(206) 221-1163,QR-06,R-5321,3,"$1,869.98",TRUE,Regence,20080,Stone,Doris,
11715,Ell,Marilyn,1025 6th Ave. N.,Kent,WA,Washington,98032,(253) 872-1171,5/22/1982,PROD,Seattle,(206) 221-1171,QR-07,R-2661,19,"$6,841.20",TRUE,Group Health,11249,Lancaster,Eleanor,
11730,Brewster,Edwin,833 Houser Way N.,Renton,WA,Washington,98055,(425) 227-1173,6/6/1982,MKTG,Bellevue,(425) 882-1173,RL-27,M-1211,20,"$7,249.73",TRUE,Group Health,12810,Shavers,Robert,
11913,Holliday,Joan,23805 104th S.E.,Kent,WA,Washington,98031,(253) 872-1191,12/6/1982,PROD,Seattle,(206) 221-1191,QR-27,R-2661,14,"$4,971.24",TRUE,Regence,13668,Jarrett,Lynn,
11972,Wentworth,Cathy,300 Airport Way,Renton,WA,Washington,98055,(425) 227-1197,2/3/1983,ACCT,Renton,(425) 393-1197,BB-27,A-1834,10,"$3,682.40",TRUE,Regence,20002,Carrera,Barbara,
12002,Smith,Steve,20717 Pacific Hwy. S.,Seattle,WA,Washington,98188,(206) 452-1200,3/5/1983,ACCT,Renton,(425) 393-1200,BB-27,A-1834,13,"$4,631.76",TRUE,Regence,20002,Carrera,Barbara,
12003,Larsen,Joanne,1402 20th St. N. W. #7,Auburn,WA,Washington,98001,(253) 833-1200,3/6/1983,PROD,Renton,(425) 393-1200,PB-18,R-1779,10,"$3,682.40",TRUE,Regence,10001,Sullivan,Frank,
12133,Madison,Don,3611 St. N. E. #177,Auburn,WA,Washington,98002,(253) 833-1213,7/14/1983,PROD,Renton,(425) 393-1213,PB-21,R-1779,7,"$2,836.59",TRUE,Kaiser Permanente,12655,Borman,Frank,
12147,Klein,Sheila,20202 84th Ave. S.,Kent,WA,Washington,98032,(253) 872-1214,7/28/1983,SALE,Bellevue,(425) 882-1214,HG-12,S-3006,16,"$5,684.71",TRUE,Kaiser Permanente,15907,Stewart,Robert,
12158,Jones,Bonnie,1600 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1215,8/8/1983,PROD,Seattle,(206) 221-1215,QR-19,R-5321,2,"$1,657.08",TRUE,Group Health,22056,Harrison,Bill,
12168,Grover,Dennis,1520 S. W. Grady Way,Renton,WA,Washington,98055,(425) 227-1216,8/18/1983,ENGR,Renton,(425) 393-1216,XJ-67,E-1089,19,"$6,841.20",TRUE,Group Health,20026,Morgan,Dave,
12196,Peterson,George,3002 Lind Ave. S. W.,Renton,WA,Washington,98055,(425) 227-1219,9/15/1983,PROD,Renton,(425) 393-1219,PB-21,R-1779,8,"$3,107.03",TRUE,Regence,12655,Borman,Frank,
12215,Cort,Roberta,"515 W. Harrison, #125",Kent,WA,Washington,98032,(253) 872-1221,10/4/1983,PROD,Seattle,(206) 221-1221,QR-07,R-2661,6,"$2,577.68",TRUE,Regence,11249,Lancaster,Eleanor,
12224,DeCosta,Wally,5720 South 296th Pl.,Auburn,WA,Washington,98001,(253) 833-1222,10/13/1983,PROD,Renton,(425) 393-1222,PB-21,R-1779,6,"$2,577.68",TRUE,Group Health,12655,Borman,Frank,
12244,Apperly,Ward,19808 W. Valley Hwy.,Kent,WA,Washington,98032,(253) 872-1224,11/2/1983,PROD,Renton,(425) 393-1224,PB-14,R-1779,8,"$3,107.03",TRUE,Group Health,15131,Goldberg,Molly,
12255,Sievers,Harriet,1300 Bronson Way N.,Renton,WA,Washington,98055,(425) 227-1225,11/13/1983,PROD,Seattle,(206) 221-1225,QR-35,R-2661,8,"$3,107.03",TRUE,Regence,19758,Mosley,Marsha,
12257,Berry,Frank,22005 84th Ave. S.,Kent,WA,Washington,98032,(253) 872-1225,11/15/1983,SALE,Bellevue,(425) 882-1225,HG-12,S-3006,15,"$5,322.23",TRUE,Regence,15907,Stewart,Robert,
12278,Gribben,David,"4507 Pacific Hwy. E, #A-2",Tacoma,WA,Washington,98424,(360) 575-1227,12/6/1983,ENGR,Renton,(425) 393-1227,XJ-67,E-1089,19,"$6,841.20",TRUE,Regence,20026,Morgan,Dave,
12287,Cato,Anthony,1216 N. 4th Ave.,Kent,WA,Washington,98032,(253) 872-1228,12/15/1983,SALE,Bellevue,(425) 882-1228,HG-12,S-3006,15,"$5,322.23",TRUE,Kaiser Permanente,15907,Stewart,Robert,
12370,Arthur,Diane,7710 Lake Washington Blvd. S. E.,Renton,WA,Washington,98056,(425) 226-1237,3/7/1984,MKTG,Bellevue,(425) 882-1237,RL-27,M-1211,21,"$7,751.61",TRUE,Regence,19589,Adams,Wes,
12375,Tracy,Jean,200 Mill Ave. S.,Renton,WA,Washington,98055,(425) 227-1237,3/12/1984,PROD,Seattle,(206) 221-1237,QR-10,R-2661,12,"$4,303.81",TRUE,Group Health,20838,Kramer,Peggy,
12461,Leonhardt,Lowell,12510 S. E. Petrovitsky Rd.,Renton,WA,Washington,98058,(425) 226-1246,6/6/1984,PROD,Renton,(425) 393-1246,PB-18,R-1779,19,"$6,841.20",TRUE,Group Health,10001,Sullivan,Frank,
12466,Hartman,Helen,122 3rd St. N. E.,Auburn,WA,Washington,98002,(253) 833-1246,6/11/1984,PROD,Seattle,(206) 221-1246,QR-10,R-2661,9,"$3,388.95",TRUE,Regence,20838,Kramer,Peggy,
12471,Howard,Paul,1619 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1247,6/16/1984,PROD,Seattle,(206) 221-1247,QR-12,R-2661,5,"$2,330.26",TRUE,Regence,11157,Hill,Erica,
12525,Weston,Albert,2702 West Valley Hwy. North,Auburn,WA,Washington,98001,(253) 833-1252,8/9/1984,PROD,Seattle,(206) 221-1252,QR-12,R-2661,16,"$5,684.71",TRUE,Group Health,11157,Hill,Erica,
12550,Costello,John,238 8th St. S. E.,Auburn,WA,Washington,98002,(253) 833-1255,9/3/1984,MKTG,Bellevue,(425) 882-1255,RL-27,M-1211,15,"$5,322.23",TRUE,Group Health,12810,Shavers,Robert,
12655,Borman,Frank,25815 111th Ave. S.E.,Kent,WA,Washington,98031,(253) 872-1265,12/17/1984,PROD,Renton,(425) 393-1265,PB-21,R-1779,20,"$7,249.73",TRUE,Kaiser Permanente,19589,Adams,Wes,
12672,Ewing,Robert,4000 Maple Valley Hwy.,Renton,WA,Washington,98058,(425) 226-1267,1/3/1985,ACCT,Seattle,(206) 221-1267,BX-45,A-1834,15,"$5,322.23",TRUE,Kaiser Permanente,22037,Johnson,Peter,
12677,Gray,James,7601 S. 190th,Kent,WA,Washington,98032,(253) 872-1267,1/8/1985,SALE,Bellevue,(425) 882-1267,HG-12,S-3006,16,"$5,684.71",TRUE,Regence,15907,Stewart,Robert,
12699,Diaz,Carol,14719 S.E. 272nd Street,Kent,WA,Washington,98042,(253) 872-1269,1/30/1985,PROD,Seattle,(206) 221-1269,QR-19,R-5321,18,"$6,444.20",TRUE,Regence,22056,Harrison,Bill,
12752,Giles,Peter,18821 90th Ave. S.,Kent,WA,Washington,98031,(253) 872-1275,3/24/1985,ACCT,Seattle,(206) 221-1275,BX-45,A-1834,11,"$3,987.36",TRUE,Group Health,22037,Johnson,Peter,
12810,Shavers,Robert,14413 S. E. 128th,Renton,WA,Washington,98056,(425) 226-1281,5/21/1985,MKTG,Bellevue,(425) 882-1281,RL-27,M-1211,21,"$7,751.61",TRUE,Group Health,12370,Arthur,Diane,
12957,Ward,Candy,5869 S. 194th,Kent,WA,Washington,98032,(253) 872-1295,10/15/1985,SALE,Bellevue,(425) 882-1295,HG-12,S-3006,16,"$5,684.71",TRUE,Group Health,15907,Stewart,Robert,
13001,Roth,Bill,22230 Russell Rd.,Kent,WA,Washington,98032,(253) 872-1300,11/28/1985,PROD,Seattle,(206) 221-1300,QR-12,R-2661,18,"$6,444.20",TRUE,Regence,11157,Hill,Erica,
13007,Covello,Charlotte,1833 Auburn N Ste. B,Auburn,WA,Washington,98002,(253) 833-1300,12/4/1985,SALE,Bellevue,(425) 882-1300,HG-12,S-3006,15,"$5,322.23",TRUE,Regence,15907,Stewart,Robert,
13040,Reynolds,Jonathan,1000 S. W. 7th St.,Renton,WA,Washington,98055,(425) 227-1304,1/6/1986,MKTG,Bellevue,(425) 882-1304,RL-27,M-1211,19,"$6,841.20",TRUE,Kaiser Permanente,12370,Arthur,Diane,
13048,Horton,Bart,3501 C St. N. E.,Auburn,WA,Washington,98002,(253) 833-1304,1/14/1986,PROD,Renton,(425) 393-1304,PB-18,R-1779,16,"$5,684.71",TRUE,Regence,10001,Sullivan,Frank,
13066,Kalman,Donna,3941 B Street,Auburn,WA,Washington,98001,(253) 833-1306,2/1/1986,PROD,Renton,(425) 393-1306,PB-21,R-1779,15,"$5,322.23",TRUE,Regence,12655,Borman,Frank,
13067,Kowalski,John,1212 Dayton Ave. N. E.,Renton,WA,Washington,98056,(425) 226-1306,2/2/1986,SALE,Bellevue,(425) 882-1306,HG-12,S-3006,20,"$7,249.73",TRUE,Regence,15907,Stewart,Robert,
13070,Vaughn,Carole,3401 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1307,2/5/1986,MKTG,Bellevue,(425) 882-1307,RL-27,M-1211,13,"$4,631.76",TRUE,Regence,22460,Slatta,Barry,
13077,Hegarty,Sharon,19015 66th Ave. S.,Kent,WA,Washington,98032,(253) 872-1307,2/12/1986,SALE,Bellevue,(425) 882-1307,HG-12,S-3006,3,"$1,869.98",TRUE,Regence,15907,Stewart,Robert,
13255,Blair,Carolyn,1813 Howard Rd.,Auburn,WA,Washington,98002,(253) 833-1325,8/9/1986,ENGR,Renton,(425) 393-1325,XJ-67,E-1089,15,"$5,322.23",TRUE,Group Health,20026,Morgan,Dave,
13343,Simpson,Paul,3290 B. St.,Auburn,WA,Washington,98001,(253) 833-1334,11/5/1986,PROD,Seattle,(206) 221-1334,QR-12,R-2661,1,"$1,455.70",TRUE,Group Health,11157,Hill,Erica,
13346,Collins,Nancy,1411 R St. N. W.,Auburn,WA,Washington,98001,(253) 833-1334,11/8/1986,PROD,Renton,(425) 393-1334,PB-21,R-1779,13,"$4,631.76",TRUE,Regence,12655,Borman,Frank,
13348,Schneider,Chris,25414 104th Ave. S.E.,Kent,WA,Washington,98031,(253) 872-1334,11/10/1986,ENGR,Renton,(425) 393-1334,XJ-67,E-1089,15,"$5,322.23",TRUE,Regence,20026,Morgan,Dave,
13410,Hagman,Margo,20 Auburn Way South,Auburn,WA,Washington,98002,(253) 833-1341,1/11/1987,MKTG,Bellevue,(425) 882-1341,RL-27,M-1211,13,"$4,631.76",TRUE,Regence,13040,Reynolds,Jonathan,
13564,Nicholson,Harold,550 S. W. 7th,Renton,WA,Washington,98055,(425) 227-1356,6/14/1987,PROD,Renton,(425) 393-1356,PB-14,R-1779,11,"$3,987.36",TRUE,Regence,15131,Goldberg,Molly,
13666,Purcell,Paul,22911 86th Ave. S.,Kent,WA,Washington,98031,(253) 872-1366,9/24/1987,PROD,Seattle,(206) 221-1366,QR-19,R-5321,5,"$2,330.26",TRUE,Regence,22056,Harrison,Bill,
13668,Jarrett,Lynn,345 Union Ave. N. E.,Renton,WA,Washington,98056,(425) 226-1366,9/26/1987,PROD,Seattle,(206) 221-1366,QR-27,R-2661,20,"$7,249.73",TRUE,Regence,19589,Adams,Wes,
13751,Hildermann,Don,448 W. Main St.,Auburn,WA,Washington,98001,(253) 833-1375,12/18/1987,PROD,Seattle,(206) 221-1375,QR-27,R-2661,10,"$3,682.40",TRUE,Kaiser Permanente,13668,Jarrett,Lynn,
13895,Pierce,Sam,1037 thomas Ave. S. W.,Renton,WA,Washington,98055,(425) 227-1389,5/10/1988,PROD,Seattle,(206) 221-1389,QR-06,R-5321,3,"$1,869.98",TRUE,Group Health,20080,Stone,Doris,
13989,Lewis,John,22257 W. Valley Hwy.,Kent,WA,Washington,98032,(253) 872-1398,8/12/1988,PROD,Renton,(425) 393-1398,PB-21,R-1779,15,"$5,322.23",TRUE,Group Health,12655,Borman,Frank,
14082,Farmer,Lou,232 C St. N. W.,Auburn,WA,Washington,98001,(253) 833-1408,11/13/1988,ACCT,Seattle,(206) 221-1408,BX-45,A-1834,12,"$4,303.81",TRUE,Regence,22037,Johnson,Peter,
14084,Taft,Jerry,21202 Pacific Hwy. S.,Des Moines,WA,Washington,98027,(253) 775-1408,11/15/1988,PROD,Renton,(425) 393-1408,PB-18,R-1779,15,"$5,322.23",TRUE,Regence,10001,Sullivan,Frank,
14219,Bates,Eileen,701 15th S. W.,Auburn,WA,Washington,98001,(253) 833-1421,3/30/1989,PROD,Seattle,(206) 221-1421,QR-31,R-5321,7,"$2,836.59",TRUE,Group Health,15499,Irwin,Bob,
14249,Ferris,Cindy,"9725 3rd N.E., #400",Seattle,WA,Washington,98115,(206) 452-1424,4/29/1989,ENGR,Renton,(425) 393-1424,XJ-67,E-1089,12,"$4,303.81",TRUE,Kaiser Permanente,19739,Rogers,Dave,
14306,Heinemann,Donald,13020 Lake Kathleen Rd. S. E.,Renton,WA,Washington,98056,(425) 226-1430,6/25/1989,PROD,Seattle,(206) 221-1430,QR-31,R-5321,14,"$4,971.24",TRUE,Regence,15499,Irwin,Bob,
14385,Cullen,Bruce,112 3rd St. N. W.,Auburn,WA,Washington,98002,(253) 833-1438,9/12/1989,PROD,Seattle,(206) 221-1438,QR-07,R-2661,18,"$6,444.20",TRUE,Regence,11249,Lancaster,Eleanor,
14441,Corcoran,Joyce,1420 Auburn Way South,Auburn,WA,Washington,98002,(253) 833-1444,11/7/1989,PROD,Renton,(425) 393-1444,PB-21,R-1779,2,"$1,657.08",TRUE,Regence,12655,Borman,Frank,
14456,Parks,Vickie,941 Powell Ave. S. W. Ste. 100,Renton,WA,Washington,98055,(425) 227-1445,11/22/1989,PROD,Seattle,(206) 221-1445,QR-06,R-5321,8,"$3,107.03",TRUE,Regence,20080,Stone,Doris,
14473,Lansing,Elaine,10432 Kent-Kangley,Kent,WA,Washington,98031,(253) 872-1447,12/9/1989,PROD,Seattle,(206) 221-1447,QR-06,R-5321,17,"$6,058.71",TRUE,Kaiser Permanente,20080,Stone,Doris,
14665,Erickson,Ron,15 S. Grady Way,Renton,WA,Washington,98055,(425) 227-1466,6/19/1990,PROD,Seattle,(206) 221-1466,QR-06,R-5321,12,"$4,303.81",TRUE,Regence,20080,Stone,Doris,
14666,Buchanan,Kevin,299 Rainier Ave S.,Renton,WA,Washington,98055,(425) 227-1466,6/19/1990,PROD,Seattle,(206) 221-1466,QR-12,R-2661,2,"$1,657.08",TRUE,Regence,11157,Hill,Erica,
14731,Spencer,Julia,239 S. W. 41St Bldg. 11,Renton,WA,Washington,98055,(425) 227-1473,8/24/1990,PROD,Renton,(425) 393-1473,PB-21,R-1779,19,"$6,841.20",TRUE,Group Health,12655,Borman,Frank,
14750,Cleveland,Patricia,60 S. Grady Way,Renton,WA,Washington,98055,(425) 227-1475,9/12/1990,MKTG,Bellevue,(425) 882-1475,RL-27,M-1211,15,"$5,322.23",TRUE,Regence,13040,Reynolds,Jonathan,
14783,Jones,Ann,200 S. W. 16th,Renton,WA,Washington,98055,(425) 227-1478,10/15/1990,PROD,Seattle,(206) 221-1478,QR-19,R-5321,1,"$1,455.70",TRUE,Group Health,22056,Harrison,Bill,
14809,Jenkins,Angela,3915 Talbot Rd. S. Ste. 209,Renton,WA,Washington,98055,(425) 227-1480,11/10/1990,PROD,Seattle,(206) 221-1480,QR-27,R-2661,1,"$1,455.70",TRUE,Regence,13668,Jarrett,Lynn,
14875,Ford,Jean,21229 84th Avenue S.,Kent,WA,Washington,98032,(253) 872-1487,1/15/1991,PROD,Seattle,(206) 221-1487,QR-31,R-5321,1,"$1,455.70",TRUE,Regence,15499,Irwin,Bob,
14905,Grout,Patricia,14410 S. E. Petrovitsky,Renton,WA,Washington,98058,(425) 226-1490,2/14/1991,PROD,Renton,(425) 393-1490,PB-18,R-1779,13,"$4,631.76",TRUE,Regence,10001,Sullivan,Frank,
14921,Corbett,Jessica,17220 140th S. E.,Renton,WA,Washington,98058,(425) 226-1492,3/2/1991,PROD,Renton,(425) 393-1492,PB-14,R-1779,19,"$6,841.20",TRUE,Regence,15131,Goldberg,Molly,
14950,Monroe,Jon,516 Kenosia,Kent,WA,Washington,98031,(253) 872-1495,3/31/1991,MKTG,Bellevue,(425) 882-1495,RL-27,M-1211,12,"$4,303.81",TRUE,Group Health,13040,Reynolds,Jonathan,
14995,Turner,Maureen,4108 Jones Ave. N. E.,Renton,WA,Washington,98056,(425) 226-1499,5/15/1991,PROD,Seattle,(206) 221-1499,QR-19,R-5321,19,"$6,841.20",TRUE,Group Health,22056,Harrison,Bill,
14997,Tolbert,Mike,3220 B St. S. E.,Auburn,WA,Washington,98002,(253) 833-1499,5/17/1991,SALE,Bellevue,(425) 882-1499,HG-12,S-3006,5,"$2,330.26",TRUE,Group Health,15907,Stewart,Robert,
15002,Smith,Valerie,626-B Industry Dr.,Seattle,WA,Washington,98188,(206) 452-1500,5/22/1991,ACCT,Seattle,(206) 221-1500,BX-45,A-1834,22,"$8,387.61",TRUE,Group Health,22416,Buckle,Susan,
15035,Mosher,Donna,201 Wells Ave. S.,Renton,WA,Washington,98055,(425) 227-1503,6/24/1991,PROD,Seattle,(206) 221-1503,QR-07,R-2661,8,"$3,107.03",TRUE,Regence,11249,Lancaster,Eleanor,
15131,Goldberg,Molly,105 1St St. N. E.,Auburn,WA,Washington,98002,(253) 833-1513,9/28/1991,PROD,Renton,(425) 393-1513,PB-14,R-1779,20,"$7,249.73",TRUE,Regence,19589,Adams,Wes,
15144,Gerson,James,2415 Auburn Way North,Auburn,WA,Washington,98002,(253) 833-1514,10/11/1991,PROD,Seattle,(206) 221-1514,QR-31,R-5321,9,"$3,388.95",TRUE,Group Health,15499,Irwin,Bob,
15177,Reynolds,Richard,711 Powell Ave. S. W.,Renton,WA,Washington,98055,(425) 227-1517,11/13/1991,SALE,Bellevue,(425) 882-1517,HG-12,S-3006,20,"$7,249.73",TRUE,Regence,15907,Stewart,Robert,
15179,Brown,Dave,444 Park Ave. N.,Renton,WA,Washington,98055,(425) 227-1517,11/15/1991,ENGR,Renton,(425) 393-1517,XJ-67,E-1089,14,"$4,971.24",TRUE,Regence,20026,Morgan,Dave,
15235,Bennington,Paul,17425 120th Lane S. E.,Renton,WA,Washington,98058,(425) 226-1523,1/10/1992,PROD,Renton,(425) 393-1523,PB-21,R-1779,1,"$1,455.70",TRUE,Regence,12655,Borman,Frank,
15294,Shelley,Wayne,"25230 Pacific Hwy., S.",Kent,WA,Washington,98032,(253) 872-1529,3/9/1992,PROD,Seattle,(206) 221-1529,QR-07,R-2661,2,"$1,657.08",TRUE,Group Health,11249,Lancaster,Eleanor,
15373,Cohen,Mary,2500 Lake Washington Blvd. Nor,Renton,WA,Washington,98056,(425) 226-1537,5/27/1992,PROD,Renton,(425) 393-1537,PB-14,R-1779,6,"$2,577.68",TRUE,Group Health,15131,Goldberg,Molly,
